5   24  2002    1		"no_div, dt_div, iyear_div, ijday_div"
-113.550	49.400	-113.300	49.274		"x_src, y_src, x_snk, y_snk" 05AD027 Waterton-Belly Diversion Canal 49.327 -113.633 
-113.925    50.645	-113.800    50.515		05BL015 Little Bow Canal at High River 50.5831 -113.869
-113.300    50.900  -113.050    50.521		05BM021 Bow River Development Main Canal Below Headgates 50.825 -113.431
-106.930	51.400	-106.400	50.760	    05JG006 Elbow Diversion Canal at Drop Structure 50.977 -106.398
-113.418    48.890	-113.070    48.900      St Mary Canal
19.5	0.645	16.8	2	20.416
19.3	0.636	16.8	2.01	20.501
16.7	0.627	16.4	2.02	20.501
12.2	0.691	17	2.03	20.02
10.3	0.752	17	2.01	19.624
10.2	0.813	17	2.01	19.595
10.3	0.871	17.1	2.06	20.162
10.2	0.899	17.2	2.02	20.7
10.1	0.888	17.1	2.04	20.7
10	0.912	17	2	20.728
10	0.907	17.2	2.03	20.7
9.97	0.878	16	2.03	20.586
9.94	0.88	9.53	2.05	20.53
9.91	0.873	5.08	2.09	20.473
9.89	0.897	6.2	2.06	20.445
9.86	0.884	5.95	2.05	20.388
9.83	0.837	5.88	2.05	20.331
9.8	0.814	5.84	2.05	20.275
9.23	0.792	5.83	2.05	20.218
9.12	0.78	5.81	2.04	20.133
9.61	0.772	5.79	2.04	20.077
10	0.764	5.8	2.05	20.105
10	0.759	5.69	2.05	20.105
9.99	0.751	7.91	2.06	20.048
9.93	0.736	8.72	2.06	20.02
9.91	0.772	8.42	2.07	19.255
9.92	0.757	10.5	2.07	18.548
9.91	0.744	12	2.04	18.576
9.88	0.746	12	2.06	18.548
9.84	0.735	11.8	2.08	18.548
9.8	0.727	13.7	2.08	18.491
9.76	0.767	13.4	2.09	18.434
9.66	0.79	11.2	2.09	17.528
9.62	0.782	11.3	2.08	16.933
9.58	0.8	11.3	2.1	17.103
9.55	0.811	11.2	2.1	17.018
9.53	0.803	11.2	2.12	16.99
9.59	0.731	11.1	2.13	16.962
9.6	0.518	8.38	2.12	16.933
9.55	0.459	7.62	2.13	16.282
9.55	0.454	9.11	2.93	13.96
9.57	0.453	12.4	4.3	10.874
9.56	0.444	12.5	4.28	9.203
9.5	0.438	12.4	4.3	9.146
9.73	0.43	12.4	3.28	6.768
9.82	0.43	12.3	2.09	3.851
9.73	0.454	12.3	2.09	1.64
9.73	0.433	12.4	2.1	0.518
4.25	0.441	12.4	2.08	0.484
0.184	0.428	12.3	2.07	0.428
0.139	0.431	11.9	2.09	0.408
0.127	0.427	5.21	2.08	0.422
0	0.432	0	2.09	0.408
0	0.435	0	2.08	0.379
0	0.44	0	2.09	0.357
0	0.441	0	2.12	0.345
0	0.444	0	2.09	0.331
0	0.448	0	2.07	0.326
0	0.454	0	2.13	0.32
0	0.452	0	2.11	0.303
0	0.45	0	2.09	0.3
0	0.5	0	2.09	0.292
0	0.46	0	2.1	0.283
0	0.42	0	2.1	0.286
0	0.4	0	2.09	0.271
0	0.38	0	2.1	0.274
0	0.37	0	2.1	0.26
0	0.48	0	2.09	0.258
0	0.56	0	2.08	0.25
0	0.64	0	2.09	0
0	0.64	0	2.09	0
0	0.7	0	2.1	0
0	0.736	0	2.1	0
0	0.74	0	2.08	0
0	0.74	0	2.09	0
0	0.56	0	2.11	0
0	0.47	0	2.09	0
0	0.42	0	2.11	0
0	0.39	0	2.09	0
0	0.42	0	2.09	0
0	0.435	0	2.09	0
0	0.44	0	2.09	0
0	0.455	0	2.09	0
0	0.46	0	2.1	0
0	0.475	0	2.09	0
0	0.48	0	2.11	0
0	0.481	0	2.1	0
0	0.5	0	2.1	0
0	0.56	0	2.1	0
0	0.48	0	2.1	0
0	0.43	0	2.1	0
0	0.37	0	2.07	0
0	0.38	0	2.08	0
0	0.391	0	2.07	0
0	0.41	0	2.08	0
0	0.43	0	1.14	0
0	0.55	0	0.11	0
0	0.53	0	0.977	0
0	0.54	0	1.99	0
0	0.535	0	1.99	0
0	0.532	0	1.97	0
0	0.5	0	1.97	0
0	0.48	0	1.96	0
0	0.51	0	1.96	0
0	0.56	0	1.96	0
0	0.58	0	1.93	0
0	0.585	0	1.95	0
0	0.59	0	1.97	0
0	0.6	0	1.97	0
0	0.61	0	1.96	0
0	0.62	0	1.96	0
0	0.6	0	1.96	0
0	0.63	0	1.96	0
0	0.6	0	1.97	0
0	0.488	0	1.93	0
0	0.48	0	1.9	0
0	0.46	0	1.91	0
0	0.43	0	1.91	0
0	0.38	0	1.91	0
0	0.4	0	1.9	0
0	0.41	0	1.89	0
0	0.419	0	1.89	0
0	0.44	0	1.88	0
0	0.46	0	1.88	0
0	0.455	0	1.9	0
0	0.445	0	1.89	0
0	0.42	0	1.89	0
0	0.4	0	1.89	0
0	0.42	0	1.88	0
0	0.436	0	1.87	0
0	0.46	0	1.86	0
0	0.48	0	1.83	0
0	0.5	0	1.8	0
0	0.44	0	1.78	0
0	0.37	0	1.77	0
0	0.3	0	1.76	0
0	0.238	0	1.76	0
0	0.23	0	1.75	0
0	0.22	0	1.74	0
0	0.25	0	1.73	0
0	0.28	0	1.72	0
0	0.3	0	1.7	0
0	0.31	0	1.69	0
0	0.316	0	1.68	0
0	0.322	0	1.67	0
0	0.33	0	1.66	0
0	0.36	0	1.66	0
0	0.4	0	1.67	0
0	0.42	0	1.69	0
0	0.456	0	1.7	0
0	0.43	0	1.7	0
0	0.38	0	1.7	0
0	0.36	0	1.7	0
0	0.35	0	1.71	0
0	0.36	0	1.71	0
0	0.46	0	1.71	0
0	0.523	0	1.7	0
0	0.54	0	1.7	0
0	0.56	0	1.7	0
0	0.58	0	1.71	0
0	0.6	0	1.71	0
0	0.59	0	1.71	0
0	0.58	0	1.71	0
0	0.57	0	1.71	0
0	0.563	0	1.72	0
0	0.55	0	1.72	0
0	0.53	0	1.72	0
0	0.49	0	1.72	0
0	0.45	0	1.73	0
0	0.43	0	1.73	0
0	0.413	0	1.73	0
0	0.4	0	1.74	0
0	0.39	0	1.74	0
0	0.38	0	1.74	0
0	0.39	0	1.75	0
0	0.4	0	1.75	0
0	0.48	0	1.76	0
0	0.53	0	1.76	0
0	0.548	0	1.77	0
0	0.52	0	1.77	0
0	0.48	0	1.78	0
0	0.44	0	1.78	0
0	0.42	0	1.79	0
0	0.4	0	1.8	0
0	0.382	0	1.82	0
0	0.36	0	1.84	0
0	0.35	0	1.86	0
0	0.34	0	1.87	0
0	0.35	0	1.88	0
0	0.4	0	1.89	0.028
0	0.46	0	1.9	0.042
0	0.485	0	1.9	0.034
0	0.5	0	1.91	0.028
0	0.51	0	1.92	0.028
0	0.5	0	1.93	0.028
0	0.48	0	1.93	0.028
0	0.46	0	1.94	0.028
0	0.54	0	1.94	0.028
0	0.661	0	1.94	0.028
0	0.63	0	1.95	0.028
0	0.58	0	1.95	0.034
0	0.55	0	1.95	0.057
0	0.52	0	1.96	0.142
0	0.51	0	1.96	0.113
0	0.5	0	1.96	0.088
0	0.489	0	1.97	0.093
0	0.487	0	1.97	0.072
0	0.486	0	0.42	0.07
0	0.484	0	0.099	0.071
0	0.482	0	0.067	0.225
0	0.48	0	0.065	0.331
0	0.479	0	0.066	0.294
0	0.478	0	0.057	0.273
0	0.476	0	0.051	0.2
0	0.473	0	0.048	0.17
0	0.47	0	0.05	0.217
0	0.467	0	0.05	0.202
0	0.464	0	0.05	0.196
0	0.462	0	0.052	0.208
0	0.459	0	0.052	0.22
0	0	0	0.048	0.176
0	0	0	0.055	0.174
0	0	0	0.039	0.161
0	0	0	0.054	0.159
0	0	0	0.048	0.153
0	0	0	0.048	0.15
0	0	0	0.051	4.304
0	0	0	0.059	12.205
0	0.54	0.23	0.088	13.847
0	0	2.97	0.067	14.017
0	0	5.44	0.056	13.224
0	0	5.53	0.055	12.601
0	0	5.6	0.052	12.912
0	0	6.26	0.05	12.941
0.068	0.548	6.91	0.052	12.912
0.464	0	6.4	0.059	12.884
0.475	0	5.71	0.06	12.912
0.466	0	5.71	0.053	12.912
0.481	0	5.84	0.053	12.941
0.487	0	5.83	0.052	12.969
0.493	0	5.65	0.16	13.875
0.331	0.582	5.64	0.05	14.47
0.141	0	6.22	0.05	14.498
0.133	0	6.72	0.049	14.498
0	0	5.13	0.048	14.555
0	0	3.52	0.05	14.725
0	0	4.93	0.048	15.291
0	0	6.28	0.048	16.905
0	0	6.24	0.047	17.84
0	0	6.15	0.046	17.755
0	0	6.1	0.046	17.641
0	0	6.18	0.045	17.5
0	0	6.3	0.046	17.443
0	0	6.38	0.046	17.387
3.15	0	4.72	0.047	17.358
7.65	0	2.41	0.047	16.141
15.3	0	1.69	0.052	13.96
19.2	0	1.6	0.047	10.024
19.2	0	1.61	0.047	7.702
19.2	0	1.64	0.047	7.646
18.9	0	1.64	0.045	7.561
18.9	0	1.5	0.044	8.92
18.9	0	1.27	0.044	10.024
19.2	0	1.12	0.044	10.93
17.2	0	1.08	2.6	11.865
11.5	0	3.21	5.5	11.893
9.99	0	6.19	5.49	11.95
10.1	0	6.91	5.49	12.091
10.1	0	6.76	5.49	12.091
10.1	6.92	8.18	5.5	12.091
10.3	0	11.6	5.5	12.091
10.4	0	15.4	5.59	12.912
10.5	0	19.5	5.54	16.169
10.5	0	22	5.52	16.962
10.7	0	22.5	5.52	17.188
12.3	0	22.3	5.54	17.641
14.7	6.88	19.3	5.53	18.604
15	0	15.4	5.5	19.822
16.1	0	15.5	5.5	20.105
20.6	0	15.4	5.51	20.162
22.3	0	15.9	5.49	20.303
22.5	0	15.8	5.5	20.218
21	0	12.4	5.53	20.133
15.5	0	11	5.55	20.077
10.4	0	11	5.57	19.992
14.1	0	10.7	6.7	19.822
21.1	0	10.7	7.81	19.652
23.7	0	10.7	7.84	19.482
23.6	0	11.8	7.85	19.255
23.6	4.62	10.8	7.87	18.349
23.8	6.39	10.3	7.88	18.349
23.9	6.37	6.29	7.87	18.406
24	6.84	5.85	5.87	19.227
24.1	7	5.18	4.2	19.85
24.2	6.83	5.8	10.4	19.822
24.3	6.26	10.6	10.4	19.793
24.3	7.38	10.7	10.4	19.708
31.9	7.87	21.3	10.5	19.737
35.3	8	21.5	10.4	20.133
35.5	8.28	21.9	10.5	20.218
35.7	8.49	22.4	10.6	20.586
35.7	8.3	22.9	10.6	20.615
35.3	8.32	22.4	10.7	20.53
35.6	8.18	18.8	10.8	20.416
37.5	8.18	18.4	10.9	20.19
40.3	8.15	18.2	10.9	20.048
41.9	8.07	19.6	10.9	19.935
37.7	8.05	21.9	11	19.85
35.5	8.07	21.9	11	19.878
35.5	8.12	21.7	11	19.963
30.3	8.34	21.5	11	19.963
27.9	8.2	21.6	11	20.048
27.9	8.18	25.2	10.9	20.133
27.9	8.04	30.8	10.9	20.133
29.1	8.04	33.4	10.9	20.105
29.8	8.02	33.6	10.9	20.048
29.7	8.2	33.4	10.9	19.992
29.7	8.12	33.9	10.8	19.935
29.6	7.27	33.5	10.8	19.878
29.5	6.12	33.7	10.8	19.878
30.2	5.45	33.3	10.8	19.85
30.6	4.6	33.3	10.7	19.907
30.4	1.78	33.5	10.8	19.992
30.1	1.19	33.1	10.8	19.963
30.5	1.11	33.7	9.94	19.793
30.7	1.1	35.4	9.11	19.793
30.4	1.21	36.7	9.09	19.765
30.6	1.07	34.6	9.11	19.822
30.7	0.889	33.7	7.98	19.765
30.4	0.565	33.4	6.9	19.68
30.1	0.626	33.5	6.89	19.652
26.8	0.617	33.2	6.92	19.624
24.9	0.658	36.3	6.92	19.624
22.1	0.508	35.6	6.93	19.595
16.7	0.578	36.8	6.96	19.652
14.9	0.708	37.1	6.99	19.652
14.8	0.767	37.5	6.96	19.652
14.8	0.676	37.3	6.97	19.624
14.8	0.637	37.2	6.95	19.595
14.7	0.635	37.1	6.92	19.539
14.8	0.718	36.8	6.91	19.51
14.8	0.679	37.1	6.9	19.482
14.8	0.597	37.5	7.28	19.454
14.7	0.708	37	7.97	19.425
14.6	0.711	36.9	7.95	19.425
14.5	0.716	36.4	7.92	19.397
14.5	0.723	37.1	7.9	19.397
14.4	0.724	35.9	7.86	19.397
14.3	0.726	30.8	7.85	19.369
14.2	0.729	31.6	7.84	19.34
14.2	0.732	31.3	7.81	19.312
14.2	0.629	31.1	7.78	19.312
14.3	0.634	30.7	8.34	19.17
14.3	0.588	31	8.9	19.227
14.2	0.346	30.9	8.88	19.227
14.2	0.382	31.2	8.87	19.227
14.3	0.384	31.2	8.85	19.227
14.3	0.346	30.4	8.83	19.029
14.2	0.351	30.5	8.84	19.17
14.2	0.394	31	8.82	19.142
14.2	0.439	31.6	8.82	18.972
14.3	0.434	31.4	8.81	18.208
14.2	0.419	34.4	8.79	17.132
14.4	0.419	34.9	8.77	16.764
14.5	0.42	33.8	8.76	16.537
14.4	0.431	31	8.74	16.509
14.3	0.433	29.7	8.74	15.574
14.1	0.536	29.8	8.72	13.224
14	0.608	31	8.7	12.459
13.8	0.547	32.6	8.72	12.403
14	0.566	32.7	8.68	12.346
14.1	0.58	31.5	8.65	12.289
13.9	0.581	30.3	8.62	12.205
13.7	0.582	30	8.61	12.176
13.5	0.615	30.9	8.58	11.497
13.4	0.644	28.2	7	10.534
13.2	0.586	28.8	5.37	10.506
13.4	0.553	26.2	5.37	9.684
13.5	0.551	27.4	5.38	8.665
13.3	0.544	25	5.38	8.637
13.5	0.44	25.2	5.39	8.637
13.5	0.389	29.3	5.37	8.637
13.7	0.391	29.6	5.35	8.608
14.5	0.527	30.3	5.35	8.24
12.4	0.625	31.8	5.34	6.201
9.99	0.622	30.4	5.33	3.908
9.4	0.624	29.1	5.33	3.908
9.3	0.627	30	5.32	3.908
9.42	0.635	32.3	5.34	3.908
9.39	0.634	32.4	5.33	3.879
9.28	0.627	31.8	5.32	2.095
9.29	0.622	29.8	5.33	0.476
9.2	0.63	27.8	5.33	0.459
9.02	0.635	26.6	5.31	0.45
9.15	0.626	27.4	5.32	0.428
9.2	0.612	27.1	5.33	0.419
9.14	0.612	24.9	5.3	0.399
9.11	0.611	23.1	5.31	0.368
9.18	0.678	23	4.86	0.362
9.12	0.722	22.9	4.42	0.345
9.16	0.67	21.2	4.42	0.328
8.72	0.613	22	4.4	0.317
8.85	0.447	21.7	4.4	0.309
8.95	0.435	26.2	4.41	0.303
8.73	0.576	27.8	4.4	0.297
8.26	0.588	22.8	4.33	0.283
7.13	0.561	28.7	4.39	0.271
5.87	0.555	25.3	4.38	0.261
4.83	0.549	23	4.37	0.251
4.12	0.52	21.9	4.38	0.16
3.57	0.519	11.9	4.37	0.042
3.09	0.526	8.56	3.77	0.04
1.39	0.575	3.32	2.61	0.034
